,1
202,0.5682583078742027
203,0.5975953638553619
204,0.4376459941267967
205,0.4632917195558548
206,0.3048257865011692
207,0.46884308010339737
208,0.851678766310215
209,0.5149527862668037
210,0.19590432569384575
211,0.8203444257378578
212,0.5922216773033142
213,0.8334664180874825
214,0.44720330834388733
215,0.37603019177913666
216,0.3658570647239685
217,0.29871324822306633
218,0.7626450881361961
219,0.21647746860980988
220,0.7617460638284683
221,0.6427561938762665
222,0.5363624915480614
223,0.784477174282074
224,0.9151654615998268
225,0.6989087611436844
226,0.5453780293464661
227,0.7843696922063828
228,0.9670634754002094
229,0.6261575520038605
230,0.7063059732317924
231,0.6536658480763435
232,0.39726145192980766
233,0.5133361667394638
234,0.6739493310451508
235,0.8503491580486298
236,0.7239698171615601
237,0.4327259808778763
238,0.3163292221724987
239,0.5770042836666107
240,0.31477926671504974
241,0.7513074725866318
242,0.5947067812085152
243,0.6926928609609604
244,0.634704977273941
245,0.8228443488478661
246,0.6705286800861359
247,0.613602414727211
248,0.944672480225563
249,0.5994921401143074
250,0.5900053083896637
251,0.9818562120199203
252,0.5022918432950974
253,0.9600851312279701
254,0.931859128177166
255,0.9501857794821262
256,0.90548025816679
257,0.8418285176157951
258,0.785271443426609
259,0.703799694776535
260,0.8156896904110909
261,0.9827419593930244
262,0.8878236636519432
263,0.9380966573953629
264,0.9765266142785549
265,0.888161838054657
266,0.6871449872851372
267,0.6619142815470695
268,0.6101111024618149
269,0.6587519869208336
270,0.9423718973994255
271,0.8417061157524586
272,0.9427411146461964
273,0.8616264462471008
274,0.9759279191493988
275,0.7176015749573708
276,0.47360125184059143
277,0.9112205468118191
278,0.7910621240735054
279,0.88721913844347
280,0.2936963774263859
281,0.8594415262341499
282,0.4376459941267967
283,0.9065945520997047
284,0.4376459941267967
285,0.41996730864048004
286,0.43024686723947525
287,0.42162539809942245
288,0.1524106115102768
289,0.3564251512289047
290,0.4376459941267967
291,0.3099471181631088
292,0.21480608358979225
293,0.4296034947037697
294,0.5573253706097603
295,0.4376459941267967
296,0.6553348451852798
297,0.5718754231929779
298,0.5244875326752663
299,0.5029056966304779
300,0.5036395974457264
301,0.5808098167181015
302,0.5770349353551865
303,0.5484533905982971
304,0.7283294200897217
305,0.7866460233926773
306,0.23081796616315842
307,0.23078912869095802
308,0.6435361728072166
309,0.5525351017713547
310,0.5326955765485764
311,0.5221923887729645
312,0.4376459941267967
313,0.4376459941267967
314,0.751400887966156
315,0.6256647929549217
316,0.4927749037742615
317,0.4519576206803322
318,0.8165275678038597
319,0.4336874857544899
320,0.6316239014267921
321,0.5432684049010277
322,0.4376459941267967
323,0.29692545533180237
324,0.5574094951152802
325,0.49373550713062286
326,0.4376459941267967
327,0.47711437195539474
328,0.4362115114927292
329,0.5931199342012405
330,0.5254377126693726
331,0.8165171667933464
332,0.5015707015991211
333,0.40961939096450806
334,0.46823224425315857
335,0.6071481257677078
336,0.21601145714521408
337,0.6248585432767868
338,0.2737736105918884
339,0.4824075549840927
340,0.40478840470314026
341,0.4047742560505867
342,0.1930123195052147
343,0.17608769983053207
344,0.38648026436567307
345,0.34783951938152313
346,0.16337762400507927
347,0.2983151488006115
348,0.5730359256267548
349,0.29092180356383324
350,0.548458643257618
351,0.2830394208431244
352,0.5977776199579239
353,0.6384358555078506
354,0.6143521815538406
355,0.4376459941267967
356,0.17675141990184784
357,0.49630191922187805
358,0.708146721124649
359,0.5877467691898346
360,0.7514083087444305
361,0.6387747824192047
362,0.7570513784885406
363,0.6908610388636589
364,0.43708939105272293
365,0.4254577159881592
366,0.6267640814185143
367,0.5190689563751221
368,0.5452339872717857
369,0.29735615476965904
370,0.18872633948922157
371,0.533412255346775
372,0.4951309487223625
373,0.6969726979732513
374,0.46792514622211456
375,0.5616333559155464
376,0.6581670492887497
377,0.4829854816198349
378,0.5546160414814949
379,0.7932716459035873
380,0.7874098494648933
381,0.915494978427887
382,0.7202653288841248
383,0.8859845697879791
384,0.9941232483834028
385,0.956606961786747
386,0.7415018975734711
387,0.6753828525543213
388,0.8504488095641136
389,0.6387799307703972
390,0.57771036028862
391,0.8056364953517914
392,0.6087975949048996
393,0.5633731558918953
394,0.8518713936209679
395,0.8223245739936829
396,0.5630176514387131
397,0.49672824144363403
398,0.9023478776216507
399,0.8287058621644974
400,0.967374362051487
401,0.9437538273632526
402,0.9649054668843746
403,0.47854502499103546
404,0.9104982390999794
405,0.9061339497566223
406,0.7171491086483002
407,0.856935478746891
408,0.8620617538690567
409,0.4710518345236778
410,0.570384606719017
411,0.851244643330574
412,0.9179518260061741
413,0.3065670058131218
414,0.2572375684976578
415,0.18455438315868378
416,0.3436220996081829
417,0.4376459941267967
418,0.44673343747854233
419,0.3966292664408684
420,0.1727926954627037
421,0.8465225920081139
422,0.4376459941267967
423,0.225306935608387
424,0.23434880003333092
425,0.6895781680941582
426,0.602337621152401
427,0.6385694742202759
428,0.4992968589067459
429,0.5255950912833214
430,0.4376459941267967
431,0.5728839114308357
432,0.7816341891884804
433,0.48098205775022507
434,0.6696590408682823
435,0.4250494986772537
436,0.648216724395752
437,0.5652283653616905
438,0.5438587218523026
439,0.35107121989130974
440,0.7112291157245636
441,0.8580141812562943
442,0.5483871474862099
443,0.4376459941267967
444,0.32819683849811554
445,0.4376459941267967
446,0.845661573112011
447,0.7762420922517776
448,0.6725962832570076
449,0.3074886128306389
450,0.7115623205900192
451,0.9589338414371014
452,0.5058992430567741
453,0.8975112438201904
454,0.1968274675309658
455,0.37757856398820877
456,0.5369423553347588
457,0.423735361546278
458,0.5513884723186493
459,0.557583175599575
460,0.8749481998383999
461,0.9928107298910618
462,0.9519355855882168
463,0.7397008985280991
464,0.7462298050522804
465,0.7757425531744957
466,0.5208057314157486
467,0.95948626101017
468,0.4608336016535759
469,0.24971935898065567
470,0.44717224687337875
471,0.8761980459094048
472,0.43136194348335266
473,0.9421546347439289
474,0.9676309116184711
475,0.9292266517877579
476,0.37700504064559937
477,0.5384963229298592
478,0.3479013890028
479,0.3992324620485306
480,0.906765952706337
481,0.573945976793766
482,0.8700023666024208
483,0.9056582450866699
484,0.5122470110654831
485,0.9129950813949108
486,0.24187811091542244
487,0.3907918557524681
488,0.812014140188694
489,0.6386876106262207
490,0.454896979033947
491,0.35643019527196884
492,0.5948842912912369
493,0.2759999819099903
494,0.4376459941267967
495,0.716277651488781
496,0.22274214401841164
497,0.2633543461561203
498,0.4376459941267967
499,0.6903175637125969
500,0.3635075017809868
501,0.34472838789224625
502,0.6333988904953003
503,0.4393864721059799
504,0.21371616795659065
505,0.6783615574240685
506,0.3384563848376274
507,0.7749840319156647
508,0.20805852487683296
509,0.42266763746738434
510,0.5778961032629013
511,0.22663167491555214
512,0.3522927239537239
513,0.47281239926815033
514,0.8020735085010529
515,0.6735304594039917
516,0.48673446476459503
517,0.5963975787162781
518,0.6229203194379807
519,0.8594192042946815
520,0.7452345788478851
521,0.7652914077043533
522,0.8556705713272095
523,0.7362494617700577
524,0.47789065539836884
525,0.6572601497173309
526,0.7916366085410118
527,0.9350234791636467
528,0.31258435547351837
529,0.5636678412556648
530,0.3292568475008011
531,0.7058591693639755
532,0.5553435757756233
533,0.22564762085676193
534,0.47060903906822205
535,0.7323980405926704
536,0.7578260153532028
537,0.5600162521004677
538,0.34475651383399963
539,0.45101485401391983
540,0.45758799463510513
541,0.30051711201667786
542,0.9328539222478867
543,0.9811043180525303
544,0.5860279574990273
545,0.629638671875
546,0.6866673082113266
547,0.8823098614811897
548,0.6723586618900299
549,0.7564140260219574
550,0.6740697845816612
551,0.6722921058535576
552,0.7400226071476936
553,0.859602078795433
554,0.9200420044362545
555,0.32853027433156967
556,0.4483909085392952
557,0.45730094611644745
558,0.7168306931853294
559,0.9178442433476448
560,0.8905273005366325
561,0.6578133925795555
562,0.9074162244796753
563,0.8813221752643585
564,0.43501725792884827
565,0.444476418197155
566,0.4506629928946495
567,0.7770335748791695
568,0.690018817782402
569,0.4478987827897072
570,0.6527612805366516
571,0.5852805897593498
572,0.7619746029376984
573,0.4376459941267967
574,0.4666169211268425
575,0.36654581874608994
576,0.642729252576828
577,0.4376459941267967
578,0.39648301154375076
579,0.5608997792005539
580,0.6643587127327919
581,0.6684939563274384
582,0.6342487931251526
583,0.6592360362410545
584,0.8762144297361374
585,0.3850541450083256
586,0.664722353219986
587,0.9448093548417091
588,0.304161012172699
589,0.6443589106202126
590,0.5911301672458649
591,0.8854597806930542
592,0.6029594987630844
593,0.4977904036641121
594,0.4642133042216301
595,0.4646582826972008
596,0.3082015886902809
597,0.20811891183257103
598,0.29579242318868637
599,0.2039928063750267
600,0.13189497031271458
601,0.7236309200525284
602,0.22652537003159523
603,0.4376459941267967
604,0.29606451094150543
605,0.4376459941267967
606,0.467181034386158
607,0.6433374732732773
608,0.530677929520607
609,0.40234189853072166
610,0.8540408536791801
611,0.7768595218658447
612,0.3493812195956707
613,0.3517111763358116
614,0.7821281999349594
615,0.9765505641698837
616,0.6461670994758606
617,0.47522200644016266
618,0.25861837714910507
619,0.4799562469124794
620,0.4574321508407593
621,0.32645124942064285
622,0.8691222071647644
623,0.8752796277403831
624,0.21928831934928894
625,0.36296258866786957
626,0.633281372487545
627,0.4376459941267967
628,0.42038462311029434
629,0.6015524715185165
630,0.5056124329566956
631,0.5431038439273834
632,0.4423903450369835
633,0.43723899871110916
634,0.4376459941267967
635,0.44055958837270737
636,0.17995116859674454
637,0.4376459941267967
638,0.4398472085595131
639,0.4376459941267967
640,0.4409422501921654
641,0.4376459941267967
642,0.5582372322678566
643,0.5553984716534615
644,0.3821351081132889
645,0.5200480222702026
646,0.40631433576345444
647,0.1257593259215355
648,0.5063720792531967
649,0.7647633850574493
650,0.29017747566103935
651,0.24425379931926727
652,0.43372873216867447
653,0.5435852333903313
654,0.15754404664039612
655,0.28361959010362625
656,0.4376459941267967
657,0.25815311446785927
658,0.3528531715273857
659,0.3266620337963104
660,0.6273658499121666
661,0.5224759355187416
662,0.5330182462930679
663,0.3870475962758064
664,0.5410842224955559
665,0.6133148223161697
666,0.555748350918293
667,0.8874711357057095
668,0.36456378921866417
669,0.9689734876155853
670,0.7154951617121696
671,0.5042612254619598
672,0.4737776070833206
673,0.5908463671803474
674,0.5492342486977577
675,0.6092910319566727
676,0.8719934672117233
677,0.9270975515246391
678,0.7446015849709511
679,0.7153284847736359
680,0.6891249716281891
681,0.7255242988467216
682,0.9838841557502747
683,0.9011656492948532
684,0.9261255860328674
685,0.8626933842897415
686,0.982556477189064
687,0.9227817505598068
688,0.8715176805853844
689,0.6303130984306335
690,0.9906666465103626
691,0.5098269581794739
692,0.5379113554954529
693,0.4639963358640671
694,0.2280244566500187
695,0.5928369909524918
696,0.6444229856133461
697,0.382780484855175
698,0.5877220556139946
699,0.36775248497724533
700,0.5601077452301979
701,0.787273496389389
702,0.9023579359054565
703,0.46534354239702225
704,0.4735441878437996
705,0.27917446196079254
706,0.34528670459985733
707,0.4746353328227997
708,0.4774344712495804
709,0.7357668206095695
710,0.29343491047620773
711,0.2538432702422142
712,0.7816419005393982
713,0.3314957544207573
714,0.8510203510522842
715,0.7527431547641754
716,0.8501487150788307
717,0.8149498179554939
718,0.6410574838519096
719,0.8682647570967674
720,0.8673688173294067
721,0.8019048869609833
722,0.4526733085513115
723,0.8049472272396088
724,0.6685621812939644
725,0.8417876288294792
726,0.8055838942527771
727,0.9659832492470741
728,0.9664181098341942
729,0.9536485448479652
730,0.4376459941267967
731,0.5484065040946007
732,0.8677086941897869
733,0.6798600554466248
734,0.3420019969344139
735,0.9108591228723526
736,0.961632564663887
737,0.707543820142746
738,0.5749785080552101
739,0.9290598630905151
740,0.7654081955552101
741,0.44296927750110626
742,0.6459600403904915
743,0.8247334659099579
744,0.40002191066741943
745,0.5769085884094238
746,0.5309525728225708
747,0.8571122288703918
748,0.1317656710743904
749,0.4376459941267967
750,0.4376459941267967
751,0.3406507894396782
752,0.4376459941267967
753,0.48902998119592667
754,0.577205203473568
755,0.6820477396249771
756,0.7674045711755753
757,0.3285405710339546
758,0.4376459941267967
759,0.4376459941267967
760,0.5022147074341774
761,0.5234488099813461
762,0.5246149748563766
763,0.3663497269153595
764,0.6058701798319817
765,0.38323284685611725
766,0.13516968116164207
767,0.5096815004944801
768,0.3366223946213722
769,0.5750422924757004
770,0.4476819261908531
771,0.33480120450258255
772,0.5790931656956673
773,0.925850760191679
774,0.5864128395915031
775,0.636452317237854
776,0.630175307393074
777,0.7789077535271645
778,0.4804374724626541
779,0.5587360113859177
780,0.6220583617687225
781,0.46682536602020264
782,0.8706301227211952
783,0.9125810153782368
784,0.6939705014228821
785,0.6335157603025436
786,0.427819587290287
787,0.6718657836318016
788,0.46140772104263306
789,0.8460799157619476
790,0.33815065026283264
791,0.7696183323860168
792,0.6758587509393692
793,0.3115638233721256
794,0.6766686215996742
795,0.4376459941267967
796,0.6405443027615547
797,0.2928691431879997
798,0.6745188012719154
799,0.16435985267162323
800,0.42166680097579956
801,0.6769224181771278
802,0.5210672914981842
803,0.7247416600584984
804,0.9427079409360886
805,0.5255293101072311
806,0.4376459941267967
807,0.4447924345731735
808,0.3699301406741142
809,0.35044459253549576
810,0.2735400125384331
811,0.44799279421567917
812,0.23469717428088188
813,0.4376459941267967
814,0.36195026338100433
815,0.8053257316350937
816,0.6228267103433609
817,0.6552280187606812
818,0.6673353314399719
819,0.7075008600950241
820,0.5051045790314674
821,0.48684196174144745
822,0.43748682737350464
823,0.4328419640660286
824,0.2522745914757252
825,0.7421301007270813
826,0.4376459941267967
827,0.4263128340244293
828,0.14085113629698753
829,0.416641041636467
830,0.4728591814637184
831,0.7627917900681496
832,0.3688475415110588
833,0.4376392662525177
834,0.680796429514885
835,0.6588036566972733
836,0.6132374778389931
837,0.3623062074184418
838,0.6408645957708359
839,0.4223165661096573
840,0.9735596925020218
841,0.6985297575592995
842,0.4584401100873947
843,0.6236229315400124
844,0.429866760969162
845,0.917561300098896
846,0.6277911365032196
847,0.8488728106021881
848,0.8203380182385445
849,0.9655222520232201
850,0.9704064689576626
851,0.8646264597773552
852,0.7613716050982475
853,0.7865515127778053
854,0.9275290630757809
855,0.7051947265863419
856,0.8855454847216606
857,0.4376459941267967
858,0.4376459941267967
859,0.5443697869777679
860,0.5720716342329979
861,0.8269638568162918
862,0.8264416307210922
863,0.8766604363918304
864,0.6120995357632637
865,0.653351254761219
866,0.802211619913578
867,0.5082896053791046
868,0.788101077079773
869,0.588323600590229
870,0.7290726080536842
871,0.3896952345967293
872,0.28460147231817245
873,0.582728885114193
874,0.276528712362051
875,0.5436272248625755
876,0.28863629698753357
877,0.14440220594406128
878,0.4376459941267967
879,0.4376459941267967
880,0.3118818700313568
881,0.5132212564349174
882,0.45542144775390625
883,0.42604562640190125
884,0.13926172628998756
885,0.26396898552775383
886,0.5906083434820175
887,0.6195569783449173
888,0.7420543506741524
889,0.4218670129776001
890,0.21697179600596428
891,0.18572456017136574
892,0.4262004941701889
893,0.49125389754772186
894,0.36497436463832855
895,0.4376459941267967
896,0.5678360611200333
897,0.4376459941267967
898,0.4376459941267967
899,0.32604309171438217
900,0.08899549394845963
901,0.18335161358118057
902,0.2909403517842293
903,0.21336249262094498
904,0.4376459941267967
905,0.2654394693672657
906,0.5306491628289223
907,0.3026866912841797
908,0.5284709706902504
909,0.4376459941267967
910,0.4376459941267967
